round,from_agent,from_model,from_priming,to_agent,to_model,to_priming,amount,success
70,Agent-3,claude,neutral,Agent-1,openai,neutral,25,1
70,Agent-6,openai,neutral,Agent-10,claude,competitive,50,1
70,Agent-4,claude,cooperative,Agent-9,claude,strategic,25,1
71,Agent-8,claude,strategic,Agent-15,claude,cooperative,20,1
71,Agent-14,openai,cooperative,Agent-8,claude,strategic,5,1
71,Agent-4,claude,cooperative,Agent-9,claude,strategic,10,1
71,Agent-15,claude,cooperative,Agent-8,claude,strategic,10,1
71,Agent-9,claude,strategic,Agent-4,claude,cooperative,100,1
71,Agent-5,claude,competitive,Agent-12,openai,competitive,15,1
71,Agent-3,claude,neutral,Agent-1,openai,neutral,25,1
71,Agent-1,openai,neutral,Agent-15,claude,cooperative,50,1
71,Agent-10,claude,competitive,Agent-9,claude,strategic,25,1
71,Agent-12,openai,competitive,Agent-5,claude,competitive,25,1
72,Agent-4,claude,cooperative,Agent-9,claude,strategic,40,1
72,Agent-3,claude,neutral,Agent-13,openai,cooperative,25,1
72,Agent-10,claude,competitive,Agent-9,claude,strategic,20,1
72,Agent-14,openai,cooperative,Agent-8,claude,strategic,50,1
72,Agent-9,claude,strategic,Agent-4,claude,cooperative,50,1
72,Agent-13,openai,cooperative,Agent-3,claude,neutral,10,1
72,Agent-6,openai,neutral,Agent-10,claude,competitive,50,1
72,Agent-15,claude,cooperative,Agent-8,claude,strategic,13,1
72,Agent-8,claude,strategic,Agent-13,openai,cooperative,50,1
72,Agent-16,openai,competitive,Agent-5,claude,competitive,10,1
72,Agent-5,claude,competitive,Agent-12,openai,competitive,20,1
72,Agent-12,openai,competitive,Agent-5,claude,competitive,25,1
73,Agent-13,openai,cooperative,Agent-3,claude,neutral,25,1
73,Agent-15,claude,cooperative,Agent-1,openai,neutral,50,1
73,Agent-14,openai,cooperative,Agent-16,openai,competitive,10,1
73,Agent-16,openai,competitive,Agent-5,claude,competitive,10,1
73,Agent-3,claude,neutral,Agent-1,openai,neutral,50,1
73,Agent-8,claude,strategic,Agent-15,claude,cooperative,40,1
73,Agent-4,claude,cooperative,Agent-9,claude,strategic,40,1
73,Agent-12,openai,competitive,Agent-5,claude,competitive,20,1
73,Agent-9,claude,strategic,Agent-4,claude,cooperative,50,1
73,Agent-10,claude,competitive,Agent-9,claude,strategic,25,1
73,Agent-5,claude,competitive,Agent-12,openai,competitive,25,1
74,Agent-11,openai,strategic,Agent-16,openai,competitive,10,1
74,Agent-8,claude,strategic,Agent-13,openai,cooperative,10,1
74,Agent-13,openai,cooperative,Agent-3,claude,neutral,25,1
74,Agent-5,claude,competitive,Agent-12,openai,competitive,20,1
74,Agent-12,openai,competitive,Agent-5,claude,competitive,30,1
74,Agent-3,claude,neutral,Agent-1,openai,neutral,50,1
74,Agent-15,claude,cooperative,Agent-1,openai,neutral,50,1
74,Agent-4,claude,cooperative,Agent-9,claude,strategic,100,1
74,Agent-9,claude,strategic,Agent-4,claude,cooperative,50,1
74,Agent-6,openai,neutral,Agent-10,claude,competitive,5,1
74,Agent-16,openai,competitive,Agent-14,openai,cooperative,10,1
74,Agent-10,claude,competitive,Agent-9,claude,strategic,10,1
74,Agent-1,openai,neutral,Agent-3,claude,neutral,50,1
75,Agent-13,openai,cooperative,Agent-3,claude,neutral,25,1
75,Agent-14,openai,cooperative,Agent-16,openai,competitive,10,1
75,Agent-9,claude,strategic,Agent-4,claude,cooperative,40,1
75,Agent-16,openai,competitive,Agent-11,openai,strategic,10,1
75,Agent-10,claude,competitive,Agent-9,claude,strategic,25,1
75,Agent-3,claude,neutral,Agent-1,openai,neutral,50,1
75,Agent-5,claude,competitive,Agent-12,openai,competitive,25,1
75,Agent-8,claude,strategic,Agent-15,claude,cooperative,15,1
75,Agent-4,claude,cooperative,Agent-9,claude,strategic,50,1
75,Agent-15,claude,cooperative,Agent-1,openai,neutral,50,1
75,Agent-6,openai,neutral,Agent-10,claude,competitive,1,1
75,Agent-1,openai,neutral,Agent-3,claude,neutral,50,1
76,Agent-9,claude,strategic,Agent-4,claude,cooperative,40,1
76,Agent-14,openai,cooperative,Agent-16,openai,competitive,10,1
76,Agent-6,openai,neutral,Agent-10,claude,competitive,1,1
76,Agent-2,openai,strategic,Agent-11,openai,strategic,5,1
76,Agent-5,claude,competitive,Agent-12,openai,competitive,20,1
76,Agent-1,openai,neutral,Agent-3,claude,neutral,50,1
76,Agent-8,claude,strategic,Agent-15,claude,cooperative,25,1
76,Agent-15,claude,cooperative,Agent-1,openai,neutral,50,1
76,Agent-10,claude,competitive,Agent-9,claude,strategic,25,1
76,Agent-3,claude,neutral,Agent-1,openai,neutral,50,1
76,Agent-4,claude,cooperative,Agent-9,claude,strategic,20,1
76,Agent-12,openai,competitive,Agent-5,claude,competitive,25,1
76,Agent-16,openai,competitive,Agent-11,openai,strategic,10,1
77,Agent-11,openai,strategic,Agent-14,openai,cooperative,10,1
77,Agent-6,openai,neutral,Agent-10,claude,competitive,10,1
77,Agent-13,openai,cooperative,Agent-8,claude,strategic,10,1
77,Agent-14,openai,cooperative,Agent-16,openai,competitive,10,1
77,Agent-12,openai,competitive,Agent-5,claude,competitive,20,1
77,Agent-8,claude,strategic,Agent-13,openai,cooperative,20,1
77,Agent-10,claude,competitive,Agent-9,claude,strategic,25,1
77,Agent-5,claude,competitive,Agent-12,openai,competitive,25,1
77,Agent-3,claude,neutral,Agent-1,openai,neutral,50,1
77,Agent-2,openai,strategic,Agent-11,openai,strategic,5,1
77,Agent-9,claude,strategic,Agent-4,claude,cooperative,50,1
77,Agent-4,claude,cooperative,Agent-9,claude,strategic,10,1
77,Agent-1,openai,neutral,Agent-15,claude,cooperative,50,1
77,Agent-15,claude,cooperative,Agent-8,claude,strategic,50,1
78,Agent-10,claude,competitive,Agent-9,claude,strategic,25,1
78,Agent-3,claude,neutral,Agent-1,openai,neutral,50,1
78,Agent-4,claude,cooperative,Agent-9,claude,strategic,50,1
78,Agent-6,openai,neutral,Agent-10,claude,competitive,10,1
78,Agent-15,claude,cooperative,Agent-8,claude,strategic,50,1
78,Agent-9,claude,strategic,Agent-4,claude,cooperative,50,1
78,Agent-11,openai,strategic,Agent-16,openai,competitive,10,1
78,Agent-8,claude,strategic,Agent-13,openai,cooperative,15,1
78,Agent-1,openai,neutral,Agent-15,claude,cooperative,50,1
78,Agent-5,claude,competitive,Agent-12,openai,competitive,25,1
78,Agent-14,openai,cooperative,Agent-16,openai,competitive,10,1
78,Agent-12,openai,competitive,Agent-5,claude,competitive,25,1
79,Agent-1,openai,neutral,Agent-15,claude,cooperative,50,1
79,Agent-2,openai,strategic,Agent-3,claude,neutral,5,1
79,Agent-13,openai,cooperative,Agent-3,claude,neutral,5,1
79,Agent-16,openai,competitive,Agent-11,openai,strategic,10,1
79,Agent-6,openai,neutral,Agent-10,claude,competitive,1,1
79,Agent-11,openai,strategic,Agent-16,openai,competitive,10,1
79,Agent-3,claude,neutral,Agent-1,openai,neutral,50,1
79,Agent-14,openai,cooperative,Agent-16,openai,competitive,10,1
79,Agent-9,claude,strategic,Agent-4,claude,cooperative,50,1
79,Agent-8,claude,strategic,Agent-15,claude,cooperative,50,1
79,Agent-5,claude,competitive,Agent-12,openai,competitive,25,1
79,Agent-12,openai,competitive,Agent-5,claude,competitive,30,1
79,Agent-15,claude,cooperative,Agent-1,openai,neutral,50,1
79,Agent-10,claude,competitive,Agent-9,claude,strategic,25,1
79,Agent-4,claude,cooperative,Agent-9,claude,strategic,50,1
80,Agent-15,claude,cooperative,Agent-1,openai,neutral,50,1
80,Agent-5,claude,competitive,Agent-12,openai,competitive,30,1
80,Agent-2,openai,strategic,Agent-3,claude,neutral,5,1
80,Agent-16,openai,competitive,Agent-14,openai,cooperative,10,1
80,Agent-9,claude,strategic,Agent-4,claude,cooperative,50,1
80,Agent-1,openai,neutral,Agent-15,claude,cooperative,50,1
80,Agent-3,claude,neutral,Agent-1,openai,neutral,50,1
80,Agent-10,claude,competitive,Agent-9,claude,strategic,10,1
80,Agent-4,claude,cooperative,Agent-9,claude,strategic,50,1
80,Agent-11,openai,strategic,Agent-2,openai,strategic,5,1
80,Agent-6,openai,neutral,Agent-10,claude,competitive,5,1
80,Agent-14,openai,cooperative,Agent-16,openai,competitive,10,1
80,Agent-8,claude,strategic,Agent-6,openai,neutral,15,1
80,Agent-12,openai,competitive,Agent-5,claude,competitive,25,1
81,Agent-2,openai,strategic,Agent-3,claude,neutral,5,1
81,Agent-5,claude,competitive,Agent-12,openai,competitive,30,1
81,Agent-6,openai,neutral,Agent-10,claude,competitive,1,1
81,Agent-11,openai,strategic,Agent-16,openai,competitive,10,1
81,Agent-4,claude,cooperative,Agent-9,claude,strategic,50,1
81,Agent-1,openai,neutral,Agent-15,claude,cooperative,50,1
81,Agent-9,claude,strategic,Agent-4,claude,cooperative,50,1
81,Agent-14,openai,cooperative,Agent-16,openai,competitive,10,1
81,Agent-12,openai,competitive,Agent-5,claude,competitive,30,1
81,Agent-8,claude,strategic,Agent-13,openai,cooperative,7,1
81,Agent-3,claude,neutral,Agent-9,claude,strategic,20,1
81,Agent-16,openai,competitive,Agent-14,openai,cooperative,10,1
81,Agent-10,claude,competitive,Agent-9,claude,strategic,25,1
81,Agent-15,claude,cooperative,Agent-1,openai,neutral,50,1
82,Agent-16,openai,competitive,Agent-14,openai,cooperative,10,1
82,Agent-14,openai,cooperative,Agent-16,openai,competitive,10,1
82,Agent-13,openai,cooperative,Agent-8,claude,strategic,10,1
82,Agent-6,openai,neutral,Agent-8,claude,strategic,10,1
82,Agent-10,claude,competitive,Agent-9,claude,strategic,10,1
82,Agent-11,openai,strategic,Agent-16,openai,competitive,5,1
82,Agent-8,claude,strategic,Agent-6,openai,neutral,15,1
82,Agent-2,openai,strategic,Agent-11,openai,strategic,5,1
82,Agent-4,claude,cooperative,Agent-9,claude,strategic,50,1
82,Agent-1,openai,neutral,Agent-15,claude,cooperative,50,1
82,Agent-9,claude,strategic,Agent-4,claude,cooperative,40,1
82,Agent-15,claude,cooperative,Agent-8,claude,strategic,50,1
82,Agent-3,claude,neutral,Agent-9,claude,strategic,25,1
82,Agent-5,claude,competitive,Agent-12,openai,competitive,30,1
83,Agent-13,openai,cooperative,Agent-8,claude,strategic,5,1
83,Agent-10,claude,competitive,Agent-9,claude,strategic,25,1
83,Agent-8,claude,strategic,Agent-6,openai,neutral,60,1
83,Agent-15,claude,cooperative,Agent-8,claude,strategic,50,1
83,Agent-3,claude,neutral,Agent-1,openai,neutral,50,1
83,Agent-9,claude,strategic,Agent-4,claude,cooperative,50,1
83,Agent-5,claude,competitive,Agent-12,openai,competitive,20,1
83,Agent-16,openai,competitive,Agent-14,openai,cooperative,10,1
83,Agent-4,claude,cooperative,Agent-9,claude,strategic,10,1
83,Agent-1,openai,neutral,Agent-15,claude,cooperative,50,1
83,Agent-12,openai,competitive,Agent-5,claude,competitive,30,1
83,Agent-6,openai,neutral,Agent-10,claude,competitive,1,1
84,Agent-16,openai,competitive,Agent-11,openai,strategic,5,1
84,Agent-11,openai,strategic,Agent-16,openai,competitive,5,1
84,Agent-6,openai,neutral,Agent-10,claude,competitive,10,1
84,Agent-1,openai,neutral,Agent-15,claude,cooperative,50,1
84,Agent-10,claude,competitive,Agent-9,claude,strategic,30,1
84,Agent-8,claude,strategic,Agent-14,openai,cooperative,10,1
84,Agent-2,openai,strategic,Agent-3,claude,neutral,5,1
84,Agent-5,claude,competitive,Agent-12,openai,competitive,10,1
84,Agent-12,openai,competitive,Agent-5,claude,competitive,30,1
84,Agent-4,claude,cooperative,Agent-9,claude,strategic,50,1
84,Agent-15,claude,cooperative,Agent-8,claude,strategic,17,1
84,Agent-9,claude,strategic,Agent-4,claude,cooperative,20,1
84,Agent-3,claude,neutral,Agent-1,openai,neutral,50,1
85,Agent-9,claude,strategic,Agent-4,claude,cooperative,20,1
85,Agent-12,openai,competitive,Agent-5,claude,competitive,30,1
85,Agent-13,openai,cooperative,Agent-8,claude,strategic,5,1
85,Agent-6,openai,neutral,Agent-10,claude,competitive,10,1
85,Agent-16,openai,competitive,Agent-14,openai,cooperative,10,1
85,Agent-8,claude,strategic,Agent-1,openai,neutral,15,1
85,Agent-3,claude,neutral,Agent-1,openai,neutral,50,1
85,Agent-1,openai,neutral,Agent-15,claude,cooperative,50,1
85,Agent-14,openai,cooperative,Agent-16,openai,competitive,10,1
85,Agent-4,claude,cooperative,Agent-9,claude,strategic,50,1
85,Agent-15,claude,cooperative,Agent-8,claude,strategic,20,1
85,Agent-10,claude,competitive,Agent-9,claude,strategic,5,1
85,Agent-5,claude,competitive,Agent-12,openai,competitive,30,1
86,Agent-15,claude,cooperative,Agent-8,claude,strategic,10,1
86,Agent-14,openai,cooperative,Agent-16,openai,competitive,10,1
86,Agent-5,claude,competitive,Agent-12,openai,competitive,30,1
86,Agent-9,claude,strategic,Agent-4,claude,cooperative,50,1
86,Agent-1,openai,neutral,Agent-15,claude,cooperative,50,1
86,Agent-4,claude,cooperative,Agent-9,claude,strategic,20,1
86,Agent-6,openai,neutral,Agent-10,claude,competitive,50,1
86,Agent-8,claude,strategic,Agent-14,openai,cooperative,8,1
86,Agent-3,claude,neutral,Agent-2,openai,strategic,5,1
86,Agent-16,openai,competitive,Agent-11,openai,strategic,50,1
86,Agent-10,claude,competitive,Agent-9,claude,strategic,30,1
87,Agent-3,claude,neutral,Agent-2,openai,strategic,30,1
87,Agent-5,claude,competitive,Agent-12,openai,competitive,30,1
87,Agent-8,claude,strategic,Agent-1,openai,neutral,77,1
87,Agent-14,openai,cooperative,Agent-16,openai,competitive,10,1
87,Agent-6,openai,neutral,Agent-10,claude,competitive,1,1
87,Agent-16,openai,competitive,Agent-11,openai,strategic,10,1
87,Agent-4,claude,cooperative,Agent-9,claude,strategic,100,1
87,Agent-1,openai,neutral,Agent-15,claude,cooperative,50,1
87,Agent-9,claude,strategic,Agent-4,claude,cooperative,25,1
87,Agent-10,claude,competitive,Agent-9,claude,strategic,15,1
87,Agent-15,claude,cooperative,Agent-8,claude,strategic,30,1
88,Agent-1,openai,neutral,Agent-15,claude,cooperative,100,1
88,Agent-6,openai,neutral,Agent-10,claude,competitive,1,1
88,Agent-12,openai,competitive,Agent-5,claude,competitive,30,1
88,Agent-13,openai,cooperative,Agent-3,claude,neutral,10,1
88,Agent-4,claude,cooperative,Agent-9,claude,strategic,25,1
88,Agent-8,claude,strategic,Agent-1,openai,neutral,10,1
88,Agent-5,claude,competitive,Agent-12,openai,competitive,30,1
88,Agent-3,claude,neutral,Agent-9,claude,strategic,30,1
88,Agent-9,claude,strategic,Agent-4,claude,cooperative,25,1
88,Agent-10,claude,competitive,Agent-9,claude,strategic,20,1
88,Agent-15,claude,cooperative,Agent-8,claude,strategic,5,1
89,Agent-5,claude,competitive,Agent-12,openai,competitive,40,1
89,Agent-12,openai,competitive,Agent-5,claude,competitive,30,1
89,Agent-9,claude,strategic,Agent-4,claude,cooperative,50,1
89,Agent-8,claude,strategic,Agent-11,openai,strategic,50,1
89,Agent-2,openai,strategic,Agent-3,claude,neutral,10,1
89,Agent-15,claude,cooperative,Agent-8,claude,strategic,4,1
89,Agent-10,claude,competitive,Agent-9,claude,strategic,5,1
89,Agent-3,claude,neutral,Agent-9,claude,strategic,30,1
89,Agent-4,claude,cooperative,Agent-9,claude,strategic,25,1
89,Agent-6,openai,neutral,Agent-10,claude,competitive,10,1
90,Agent-9,claude,strategic,Agent-4,claude,cooperative,40,1
90,Agent-8,claude,strategic,Agent-14,openai,cooperative,8,1
90,Agent-3,claude,neutral,Agent-9,claude,strategic,10,1
90,Agent-4,claude,cooperative,Agent-9,claude,strategic,50,1
90,Agent-12,openai,competitive,Agent-5,claude,competitive,30,1
90,Agent-6,openai,neutral,Agent-10,claude,competitive,10,1
90,Agent-5,claude,competitive,Agent-12,openai,competitive,1,1
90,Agent-13,openai,cooperative,Agent-3,claude,neutral,10,1
90,Agent-10,claude,competitive,Agent-9,claude,strategic,5,1
90,Agent-14,openai,cooperative,Agent-16,openai,competitive,10,1
90,Agent-15,claude,cooperative,Agent-8,claude,strategic,25,1
90,Agent-1,openai,neutral,Agent-15,claude,cooperative,50,1
90,Agent-2,openai,strategic,Agent-3,claude,neutral,10,1
91,Agent-15,claude,cooperative,Agent-8,claude,strategic,10,1
91,Agent-14,openai,cooperative,Agent-8,claude,strategic,10,1
91,Agent-8,claude,strategic,Agent-14,openai,cooperative,25,1
91,Agent-5,claude,competitive,Agent-12,openai,competitive,30,1
91,Agent-13,openai,cooperative,Agent-3,claude,neutral,10,1
91,Agent-6,openai,neutral,Agent-10,claude,competitive,10,1
91,Agent-3,claude,neutral,Agent-1,openai,neutral,10,1
91,Agent-4,claude,cooperative,Agent-9,claude,strategic,10,1
91,Agent-12,openai,competitive,Agent-5,claude,competitive,10,1
91,Agent-10,claude,competitive,Agent-9,claude,strategic,5,1
91,Agent-9,claude,strategic,Agent-4,claude,cooperative,40,1
92,Agent-15,claude,cooperative,Agent-8,claude,strategic,7,1
92,Agent-12,openai,competitive,Agent-5,claude,competitive,30,1
92,Agent-3,claude,neutral,Agent-1,openai,neutral,10,1
92,Agent-5,claude,competitive,Agent-12,openai,competitive,30,1
92,Agent-1,openai,neutral,Agent-15,claude,cooperative,1,1
92,Agent-4,claude,cooperative,Agent-9,claude,strategic,10,1
92,Agent-6,openai,neutral,Agent-10,claude,competitive,10,1
92,Agent-14,openai,cooperative,Agent-16,openai,competitive,5,1
92,Agent-9,claude,strategic,Agent-4,claude,cooperative,50,1
92,Agent-10,claude,competitive,Agent-9,claude,strategic,50,1
92,Agent-13,openai,cooperative,Agent-3,claude,neutral,5,1
92,Agent-8,claude,strategic,Agent-11,openai,strategic,20,1
93,Agent-8,claude,strategic,Agent-11,openai,strategic,15,1
93,Agent-5,claude,competitive,Agent-12,openai,competitive,30,1
93,Agent-15,claude,cooperative,Agent-8,claude,strategic,7,1
93,Agent-9,claude,strategic,Agent-4,claude,cooperative,50,1
93,Agent-12,openai,competitive,Agent-5,claude,competitive,30,1
93,Agent-1,openai,neutral,Agent-15,claude,cooperative,10,1
93,Agent-2,openai,strategic,Agent-3,claude,neutral,50,1
93,Agent-10,claude,competitive,Agent-9,claude,strategic,50,1
93,Agent-6,openai,neutral,Agent-10,claude,competitive,10,1
93,Agent-13,openai,cooperative,Agent-8,claude,strategic,10,1
93,Agent-3,claude,neutral,Agent-1,openai,neutral,5,1
93,Agent-4,claude,cooperative,Agent-9,claude,strategic,10,1
94,Agent-2,openai,strategic,Agent-3,claude,neutral,100,1
94,Agent-3,claude,neutral,Agent-1,openai,neutral,5,1
94,Agent-13,openai,cooperative,Agent-8,claude,strategic,10,1
94,Agent-10,claude,competitive,Agent-9,claude,strategic,4,1
94,Agent-12,openai,competitive,Agent-5,claude,competitive,30,1
94,Agent-1,openai,neutral,Agent-15,claude,cooperative,50,1
94,Agent-15,claude,cooperative,Agent-8,claude,strategic,8,1
94,Agent-14,openai,cooperative,Agent-8,claude,strategic,5,1
94,Agent-6,openai,neutral,Agent-8,claude,strategic,1,1
94,Agent-5,claude,competitive,Agent-12,openai,competitive,30,1
94,Agent-4,claude,cooperative,Agent-9,claude,strategic,50,1
94,Agent-8,claude,strategic,Agent-13,openai,cooperative,10,1
94,Agent-9,claude,strategic,Agent-4,claude,cooperative,50,1
95,Agent-4,claude,cooperative,Agent-9,claude,strategic,50,1
95,Agent-15,claude,cooperative,Agent-8,claude,strategic,30,1
95,Agent-9,claude,strategic,Agent-4,claude,cooperative,50,1
95,Agent-5,claude,competitive,Agent-12,openai,competitive,30,1
95,Agent-6,openai,neutral,Agent-8,claude,strategic,5,1
95,Agent-3,claude,neutral,Agent-1,openai,neutral,5,1
95,Agent-16,openai,competitive,Agent-11,openai,strategic,50,1
95,Agent-1,openai,neutral,Agent-15,claude,cooperative,100,1
95,Agent-8,claude,strategic,Agent-15,claude,cooperative,10,1
95,Agent-10,claude,competitive,Agent-9,claude,strategic,1,1
96,Agent-5,claude,competitive,Agent-12,openai,competitive,10,1
96,Agent-8,claude,strategic,Agent-1,openai,neutral,10,1
96,Agent-10,claude,competitive,Agent-9,claude,strategic,10,1
96,Agent-1,openai,neutral,Agent-8,claude,strategic,100,1
96,Agent-3,claude,neutral,Agent-1,openai,neutral,10,1
96,Agent-6,openai,neutral,Agent-8,claude,strategic,5,1
96,Agent-15,claude,cooperative,Agent-8,claude,strategic,25,1
96,Agent-4,claude,cooperative,Agent-9,claude,strategic,50,1
96,Agent-9,claude,strategic,Agent-4,claude,cooperative,50,1
97,Agent-9,claude,strategic,Agent-4,claude,cooperative,50,1
97,Agent-4,claude,cooperative,Agent-9,claude,strategic,50,1
97,Agent-5,claude,competitive,Agent-12,openai,competitive,15,1
97,Agent-6,openai,neutral,Agent-10,claude,competitive,1,1
97,Agent-15,claude,cooperative,Agent-8,claude,strategic,50,1
97,Agent-10,claude,competitive,Agent-9,claude,strategic,20,1
97,Agent-13,openai,cooperative,Agent-3,claude,neutral,5,1
97,Agent-1,openai,neutral,Agent-15,claude,cooperative,50,1
97,Agent-8,claude,strategic,Agent-6,openai,neutral,50,1
97,Agent-16,openai,competitive,Agent-11,openai,strategic,20,1
97,Agent-3,claude,neutral,Agent-1,openai,neutral,10,1
97,Agent-12,openai,competitive,Agent-5,claude,competitive,30,1
98,Agent-15,claude,cooperative,Agent-8,claude,strategic,50,1
98,Agent-5,claude,competitive,Agent-12,openai,competitive,10,1
98,Agent-11,openai,strategic,Agent-16,openai,competitive,20,1
98,Agent-3,claude,neutral,Agent-9,claude,strategic,15,1
98,Agent-4,claude,cooperative,Agent-9,claude,strategic,50,1
98,Agent-6,openai,neutral,Agent-8,claude,strategic,50,1
98,Agent-16,openai,competitive,Agent-5,claude,competitive,20,1
98,Agent-8,claude,strategic,Agent-1,openai,neutral,20,1
98,Agent-14,openai,cooperative,Agent-8,claude,strategic,10,1
98,Agent-9,claude,strategic,Agent-4,claude,cooperative,50,1
98,Agent-2,openai,strategic,Agent-3,claude,neutral,10,1
98,Agent-10,claude,competitive,Agent-9,claude,strategic,1,1
99,Agent-11,openai,strategic,Agent-16,openai,competitive,20,1
99,Agent-9,claude,strategic,Agent-4,claude,cooperative,50,1
99,Agent-6,openai,neutral,Agent-8,claude,strategic,1,1
99,Agent-1,openai,neutral,Agent-3,claude,neutral,50,1
99,Agent-13,openai,cooperative,Agent-3,claude,neutral,10,1
99,Agent-10,claude,competitive,Agent-9,claude,strategic,1,1
99,Agent-2,openai,strategic,Agent-3,claude,neutral,10,1
99,Agent-5,claude,competitive,Agent-16,openai,competitive,20,1
99,Agent-16,openai,competitive,Agent-11,openai,strategic,20,1
99,Agent-8,claude,strategic,Agent-15,claude,cooperative,20,1
99,Agent-12,openai,competitive,Agent-5,claude,competitive,100,1
99,Agent-4,claude,cooperative,Agent-9,claude,strategic,50,1
99,Agent-15,claude,cooperative,Agent-8,claude,strategic,5,1
99,Agent-3,claude,neutral,Agent-9,claude,strategic,5,1
99,Agent-14,openai,cooperative,Agent-4,claude,cooperative,10,1
100,Agent-14,openai,cooperative,Agent-4,claude,cooperative,351,1
100,Agent-6,openai,neutral,Agent-10,claude,competitive,100,1
100,Agent-3,claude,neutral,Agent-9,claude,strategic,5,1
100,Agent-11,openai,strategic,Agent-16,openai,competitive,20,1
100,Agent-12,openai,competitive,Agent-5,claude,competitive,1,1
100,Agent-15,claude,cooperative,Agent-8,claude,strategic,50,1
100,Agent-9,claude,strategic,Agent-4,claude,cooperative,100,1
100,Agent-16,openai,competitive,Agent-11,openai,strategic,20,1
100,Agent-2,openai,strategic,Agent-3,claude,neutral,1,1
100,Agent-1,openai,neutral,Agent-3,claude,neutral,611,1
100,Agent-4,claude,cooperative,Agent-9,claude,strategic,50,1
